ID,PART,KEY,BPM,TITLE,ORIGIN,ARTIST,SEASON,YEAR,TYPE,NOTES
001131,"Verse, Chorus","D# Major, C Major","92, 92",Hajimete no SEASON,,,,,Anime,
001132,,E Major,134,Irony,,,,,Anime,
001133,,F# Major,97,Nameless Story,,,,,Anime,
001134,"C# Major, D Major","C# Major, D Major","89.5, 89.5",Climber's High,,,,,Anime,
001135,,G Major,139,Toki wo Kizamu Uta,,,,,Anime,
001136,,A Major,93,LIFE,,,,,Anime,
001137,,E Major,90,NIRVANA,,,,,Anime,
001138,,G Major,139,Magical Babyrinth,Welcome to Demon School! Iruma-kun,,,2020,Anime,
001139,,G Major,130,Yoru wa Nemureru,,,,,Anime,
001140,"Verse, Chorus","E Major, F Major","102, 102",CheerS,,,,,Anime,
001141,"Verse, Chorus","D# Major, F# Major","92.5, 92.5",Reimei,,,,,Anime,
001142,,F# Major,94,nnb,,,,,Anime,
001143,,F Major,132,Niji no Kakera,,,,,Anime,
001144,,E Major,118,Seishun wa Zankoku,,,,,Anime,
001145,,D Major,98,TOP,Tower of God,,,2020,Anime,
001146,,B Major,139,Flyers,,,,,Anime,
001147,,E Major,90.5,Guren no Yumiya,,,,,Anime,
001148,,F Major,101.5,Seven Doors,,,,,Anime,
001149,,D# Major,99,"Itsuka no, Ikutsuka n",,,,,Anime,
001150,,D Major,89,Sign,,,,,Anime,
001151,,G# Major,90,STRIKE BACK,,,,,Anime,
001152,,F# Major,98,Kirameki,,,,,Anime,
001153,,E Major,120,Re'nai Circulation,,,,,Anime,
001154,,D# Major,95,Polaris,,,,,Anime,
001155,,E Major,91,Haruka Mirai,,,,,Anime,
001156,,A# Major,135,CLICK,,,,,Anime,
001157,,D Major,93,Sonna Koto Ura no,,,,,Anime,
001158,"Verse, Chorus","E Major, G Major","134, 134",adrenaline!!!,,,,,Anime,
001159,,A Major,124,MS - Identity,,,,,Anime,
001160,"Verse, Chorus","C Major, A Major","95, 95",Trust in you,,,,,Anime,
001161,,D Major,105.5,"Hello,world!",,,,,Anime,
001162,,F Major,131,Itsumo no You ni LOV,,,,,Anime,
001163,"Intro, Verse, Chorus","C Major, D# Major, G# Major","135, 135, 135",Aozora no Rhapsody,,,,,Anime,
001164,,A Major,102.5,ViViD,,,,,Anime,
001165,,F# Major,134,secret base,,,,,Anime,
001166,,F# Major,113,Suki wo Oshiete,,,,,Anime,
001167,,F Major,96,Fukashigi no Karte,,,,,Anime,
001168,,F# Major,110,Kiyoharu - Slow,,,,,Anime,
001169,"Verse, Chorus","F# Major, G# Major","92, 92",My Secret,,,,,Anime,
001170,,C Major,100,Shelter,,,,,Anime,
001171,,A Major,126,Kimi ni Todoke,,,,,Anime,
001172,,D# Major,91.5,Perfect-area Comple,,,,,Anime,
001173,,B Major,94.5,FLY HIGH!!,,,,,Anime,
001174,,C# Major,88,Play the world,,,,,Anime,
001175,,G# Major,95,ULTIMATE MAGIC,,,,,Anime,
001176,,E Major,92.5,Inferno,,,,,Anime,
001177,,D Major,87,Sorairo Days,,,,,Anime,
001178,,G Major,93,Recipe,,,,,Anime,
001179,,G Major,97.5,Resolution,,,,,Anime,
001180,,A# Major,88.5,QUESTION,,,,,Anime,
001181,,A# Major,87.5,PrincexPrince,,,,,Anime,
001182,"Intro, Verse, Chorus","F# Major, D# Major, F# Major","93, 93, 93",GAMERS!,,,,,Anime,
001183,,A Major,93,Mission! Ken Kou Dai,,,,,Anime,
001184,,E Major,92.5,fantastic dreamer,,,,,Anime,
001185,"Intro, Verse, Chorus","F# Major, D# Major, F# Major","96.5, 96.5, 96.5",ANIMA,,,,,Anime,
001186,,G Major,89,Koi no Hime Hime,,,,,Anime,
001187,"Verse, Chorus","E Major, F# Major","117, 117",Hakkin Disco,,,,,Anime,
001188,,A# Major,96,Otome no Route wa Hitori janai!,,,,,Anime,
001189,,D Major,92,Esoragoto,,,,,Anime,
001190,"Verse, Chorus","A# Major, C Major","95, 95",Rally Go Round,,,,,Anime,
001191,,D# Major,117,My Sweet Shelter,,,,,Anime,
001192,,D# Major,89.5,Sakura Mitsutsuki,,,,,Anime,
001193,,B Major,95,Ai no Prison,,,,,Anime,
001194,"Verse, Chorus","D Major, F Major","99.33, 99.33",Tsumujikaze,Ascendance of a Bookworm,,,,Anime,
001195,,D Major,88,SHIORI,,,,,Anime,
001196,"Verse, Prechorus, Chorus","A# Major, G Major, G Major","92, 92, 92",VOICE,,,,,Anime,
001197,,D Major,128,Suki no Skill,,,,,Anime,
001198,,B Major,116.5,SOMEONE ELSE,,,,,Anime,
001199,,F Major,134,Tomorrow,,,,,Anime,
001200,,G Major,95,Catch The Moment,,,,,Anime,
001201,,E Major,87.5,Gotoubun no Kimochi,,,,,Anime,
001202,,E Major,91.5,INNOCENCE,,,,,Anime,
001203,,D Major,91.5,Shiny Ray,,,,,Anime,
001204,,D Major,96,Black + White,,,,,Anime,
001205,"Intro, Verse, Chorus","F Major, C Major, F Major","89, 89, 89",ambiguous,,,,,Anime,
001206,"Verse, Prechorus, Chorus","C Major, D# Major, D# Major","97, 97, 97",I'm A Believer,,,,,Anime,
001207,,B Major,88.5,Kibou no Uta,,,,,Anime,
001208,"Intro 1, Song","A# Major, A# Major","134, 135",unravel,,,,,Anime,
001209,,E Major,134,History Maker,,,,,Anime,
001210,,C Major,138,Prime number,,,,,Anime,
001211,"Verse, Chorus","F Major, D Major","103, 103",Realize,Re Zero,,Season 2,2020,Anime,
001212,,F# Major,95,No.7,,,,,Anime,
001213,,B Major,95,Zen Zen Zense,,,,,Anime,
001214,,D Major,131,Kimi Janakya Dame,,,,,Anime,
001215,"Verse, Chorus","E Major, F# Major","89.5, 89.5",Fatima,,,,,Anime,
001216,"Verse, Chorus","D Major, F Major","94, 94",BRAVER,,,,,Anime,
001217,,G# Major,134,Overfly,,,,,Anime,
001218,,C# Major,95,Refrain Boy,,,,,Anime,
001219,,E Major,104,Found & Lost,,,,,Anime,
001220,,D Major,89,Chikatto Chika Chika,,,,,Anime,
001221,,B Major,96.5,Extra Revolution,,,,,Anime,
001222,,C Major,129,Iris,,,,,Anime,
001223,,C# Major,120,Mimei no Kimi to,,,,,Anime,
001224,,G# Major,91,Rightfully,,,,,Anime,
001225,,F Major,101,GO CRY GO,,,,,Anime,
001226,,E Major,102,Sora ni Utaeba,,,,,Anime,
001227,,D# Major,115,Kokoro Knock,,,,,Anime,
001228,,E Major,92.5,Welcome to Chaos!,,,,2020,Anime,
001229,,E Major,100,Can Do,,,,,Anime,
001230,,F Major,89,Ashita no Kimi sae Ire,,,,,Anime,
001231,,D# Major,96.5,delete,,,,,Anime,
001232,,F Major,137,No More Time Machine,,,,,Anime,
001233,,A# Major,128,Never Say Never,,,,,Anime,
001234,"Verse, Chorus, Last Chorus","B Major, B Major, C Major","138, 138, 138",DADDY DADDY DO,,,,,Anime,
001235,,G Major,95,Mukanjyo,,,,,Anime,
001236,,E Major,90,Hana ni Bourei,,,,,Anime,
001237,,A Major,92,Let Me Hear,,,,,Anime,
001238,,A# Major,95,Clattanoia,,,,,Anime,
001239,,A Major,100,Sangenshoku,,,,,Anime,
001240,,A# Major,129,Masayume Chasing,,,,,Anime,
001241,,G# Major,100,Dango Daikazoku,,,,,Anime,
001242,,D# Major,106,ebb and flow,,,,,Anime,
001243,"Verse, Chorus","F Major, G# Major","92, 92",Skyreach,,,,,Anime,
001244,,G# Major,132,Onegai Muscle,,,,,Anime,
001245,"Verse, Chorus","A# Major, C# Major","100, 100",Chronos,,,,,Anime,
001246,,F Major,100,Howling,,,,,Anime,
001247,,D Major,88.5,Stories,,,,,Anime,
001248,,F# Major,130,YESTERDAY,,,,,Anime,
001249,,F# Major,94,Absolute Soul,,,,,Anime,
001250,,C Major,91,Wanna Go Home,,,,,Anime,
001251,"Intro, Intro Drop, Verse, Chorus","F Major, F# Major, D# Major, F# Major","87.5, 87.5, 87.5, 87.5",Connect,Magia Madoka,ClariS,,,Anime,
001252,,E Major,132,Take Off,,,,,Anime,
001253,,C Major,91,Button,,,,,Anime,
001254,,F Major,92,u/n,,,,,Anime,
001255,,E Major,129,Love Dramatic,,,,,Anime,
001256,,A# Major,122,Carnation,,,,,Anime,
001257,,D# Major,132,Uraomote Fortune,,,,,Anime,
001258,"Verse, Chorus","B Major, F# Major","120, 120",Ashita no Hikari,,,,,Anime,
001259,,D# Major,134,Wild Side,,,,,Anime,
001260,,G Major,120,Wareta Ringo,,,,,Anime,
001261,,F Major,97,Aruite Ikou,,,,2020,Anime,
001262,,C# Major,126,I Wanna Be…,,,,,Anime,
001263,,G Major,100,Touch Off,,,,,Anime,
001264,,D Major,132,Winding Road,,,,,Anime,
001265,,G# Major,115,Iwanai kedo ne,,,,,Anime,
001266,,G# Major,96,Libra,Shironeko Project,,,2020,Anime,
001267,,F Major,90,Hyadain no Kakakata,,,,,Anime,
001268,,G Major,91,Q&A Recital!,,,,,Anime,
001269,,D Major,99,HEROES,,,,,Anime,
001270,,F# Major,88.5,Yasashisa no Riyuu,,,,,Anime,
001271,,F Major,88.5,database,,,,,Anime,
001272,,E Major,125,Inferno (Promare),,,,,Anime,
001273,,D# Major,100,Peace Sign,,,,,Anime,
001274,"Verse, Prechorus, Chorus","C Major, D# Major, D# Major","90, 90, 90",Extra Magic Hour,,,,,Anime,
001275,,F Major,135,Kimi no Tonari,,,,,Anime,
001276,,F Major,110,Rob the Frontier,,,,,Anime,
001277,,G Major,97.5,Valkyrie Ikusa Otome,,,,,Anime,
001278,,C Major,137,PHOENIX,Haikyuu!,,To The Top,2020,Anime,
001279,,B Major,100,VORACITY,,,,,Anime,
001280,,G Major,139,KAKUSHINTEKI,,,,,Anime,
001281,,C Major,95.5,Good Morning World,,,,,Anime,
001282,,E Major,103,Koyoi mofumofu!!,,,,,Anime,
001283,,D# Major,94,Kessen Spirit,,,,,Anime,
001284,"Verse, Chorus","D Major, C Major","109, 109",One Reason,,,,,Anime,
001285,,C Major,100.5,Paradisus-Paradoxum,,,,,Anime,
001286,"Verse, Prechorus, Chorus","G Major, A Major, G Major","94, 94, 94",COOLEST,,,,,Anime,
001287,,G# Major,103,Seikai Fuseikai,,,,2020,Anime,
001288,,C Major,91.5,over and over,,,,,Anime,
001289,,G Major,110,Wagamama,,,,,Anime,
001290,"Verse, Chorus","F# Major, G Major","108, 108",Here,,,,,Anime,
001291,,E Major,106,Snow fairy,,,,,Anime,
001292,,F Major,106,Serment,,,,,Anime,
001293,,E Major,96,Kiss Me,,,,,Anime,
001294,,G# Major,90.5,WAGAMAMA Mirror,,,,,Anime,
001295,"Verse, Chorus","F# Major, A Major","135, 135",Deep in Abyss,,,,,Anime,
001296,,B Major,89,One day,,,,,Anime,
001297,"Intro, Verse, Chorus","E Major, G# Major, F Major","138, 138, 138",Daisuki.,,,,,Anime,
001298,,F# Major,96,Fireworks,,,,,Anime,
001299,,C Major,102,Slide Run,,,,,Anime,
001300,,D Major,99,Theater of Life,,,,,Anime,
001301,,D# Major,90,Kaze ni Fukarete,,,,,Anime,
001302,"Verse, Chorus","F Major, G Major","90, 90",Gorgeous 4U,,,,,Anime,
001303,,C Major,136,sunlight avenue,,,,,Anime,
001304,,D Major,130,THE HERO!!,,,,,Anime,
001305,,C# Major,99,Kaze ga Fuku Machi,,,,,Anime,
001306,,F Major,90,Jiriki Hongan Revolut,,,,,Anime,
001307,"Intro, Verse, Prechorus, Chorus","E Major, G Major, G Major, E Major","127, 127, 127, 127",Period,,,,,Anime,
001308,,D Major,95,the WORLD,,,,,Anime,
001309,,B Major,135,silky heart,,,,,Anime,
001310,,D# Major,128,ODD FUTURE,,,,,Anime,
001311,,D Major,128,SPLASH FREE,,,,,Anime,
001312,"Verse, Chorus","B Major, G# Major","90, 90",Hey World,,,,,Anime,
001313,"Verse, Prechorus, Chorus","F Major, A# Major, A# Major","89, 89, 89",Date A Live,,,,,Anime,
001314,,E Major,134,Star Maker,,,,,Anime,
001315,,A# Major,127,Everlasting Shine,,,,2020,Anime,
001316,,G Major,130,Bye Bye,,,,,Anime,
001317,,E Major,93,THE DAY,,,,,Anime,
001318,,E Major,121,COOLISH WALK,,,,,Anime,
001319,,D# Major,104,Korekara mo Gotobun,,,,,Anime,
001320,,G Major,130,Asayake no Starmine,,,,,Anime,
001321,,D# Major,90,Namae no nai,,,,,Anime,
001322,,G Major,100,WHITE ALBUM,,,,,Anime,
001323,,G# Major,95,Rising Hope,,,,,Anime,
001324,,F Major,135,Kimi Yume Tsuretekit,,,,,Anime,
001325,,A# Major,87.5,Kyoumen no Nami,,,,,Anime,
001326,,A Major,96,Blow out,,,,,Anime,
001327,,D Major,134,Hidamari Days,,,,,Anime,
001328,,E Major,94.5,Shiny tale,,,,,Anime,
001329,,G Major,98,courage,,,,,Anime,
001330,,B Major,88,KINGS,,,,,Anime,
001331,,F# Major,132,Sugar Song To Bitter,,,,,Anime,
001332,,D Major,92.5,V.I.P,,,,,Anime,
001333,,G# Major,95,"No pain, no game",,,,,Anime,
001334,"Verse, Chorus","C# Major, F# Major","130, 130",Yake Ochinai Tsubasa,,,,,Anime,
001335,,F# Major,133,Seishun Seminar,,,,,Anime,
001336,"Verse, Chorus, Bridge","B Major, C# Major, F Major","118, 118, 118",Zutto,,,,,Anime,
001337,,D Major,93.75,Gekkan Toppa x S,,,,,Anime,
001338,"Verse, Prechorus, Chorus","F Major, A# Major, G# Major","90, 90, 90",ideal white,,,,,Anime,
001339,,G# Major,91.5,RESISTER,,,,,Anime,
001340,,C Major,135,Inner Urge,,,,,Anime,
001341,,A Major,133,lull,,,,,Anime,
001342,,G Major,90,Shout Baby,,,,,Anime,
001343,,E Major,95.5,ADAMAS,,,,,Anime,
001344,,E Major,138,Complication,,,,,Anime,
001345,"Verse, Chorus","B Major, G Major","87.5, 87.5",Sparkling Daydream,,,,,Anime,
001346,,G Major,104,S & Sweet CHERRY,,,,,Anime,
001347,,G Major,133,Zannen Kei Rinjin Bu,,,,,Anime,
001348,"Verse, Chorus","B Major, E Major","96, 96",Ranbu no Melody,,,,,Anime,
001349,,G Major,130,JINGO JUNGLE,,,,,Anime,
001350,,D# Major,130,Racing into the Night,,,,,Anime,
001351,"Intro, Verse, Chorus","D# Major, D# Major, D# Major","80, 91.5, 91.5",Reason Living,,,,,Anime,
001352,,E Major,115,Kuusou Mesorogiwi,,,,,Anime,
001353,,C# Major,134,Grand Blue,,,,,Anime,
001354,,C Major,92.5,JUSTadICE,,,,,Anime,
001355,,F# Major,94,Blade of Hope,,,,,Anime,
001356,,D Major,118,Dear Teardrop,,,,,Anime,
001357,,D# Major,109,Fanfare,,,,,Anime,
001358,,D Major,95,99,,,,,Anime,
001359,,A Major,91,ZERO!!,,,,,Anime,
001360,,G Major,135,Gurenge,,,,,Anime,
001361,"Verse, Chorus","E Major, D Major","108, 108",Moffumoffu,,,,,Anime,
001362,,E Major,132,Aoi Shiori,,,,,Anime,
001363,,D# Major,128,My Love,,,,,Anime,
001364,,C# Major,136,COLORS,,,,,Anime,
001365,"Intro, Verse, Chorus","A Major, F Major, F Major","122, 122, 122",KISS OF DEATH,,,,,Anime,
001366,"Verse, Chorus","F# Major, D# Major","102, 102",Imagination,,,,,Anime,
001367,,C# Major,105,HIKARI,,,,,Anime,
001368,,B Major,133,Answer,,,,,Anime,
001369,,F Major,90,BYE BYE YESTERDAY,,,,,Anime,
001370,,F Major,92.5,Core Pride,,,,,Anime,
001371,,A Major,129,Kawaki no Ameku,,,,,Anime,
001372,,C# Major,95.5,Pink Lemonade,,,,,Anime,
001373,,B Major,135,Renegade,,,,,Anime,
001374,"Intro, Verse, Prechorus, Chorus","D# Major, E Major, A Major, D# Major","88, 88, 88, 88",Wake up,One Piece,AAA,,,Anime,
001375,"Verse, Prechorus, Chorus","C Major, D# Major, D# Major","90, 90, 90",DeCIDE,,,,,Anime,
001376,"Verse, Prechorus, Chorus","B Major, G# Major, G# Major","78.5, 78.5, 78.5",sky and blue,,,,,Anime,
001377,"Intro, Verse, Chorus","G# Major, F Major, G# Major","73, 73, 73",unfinished,,,,,Anime,
001378,"Verse, Chorus","A Major, E Major","82.5, 82.5",HARUKAZE,,,,,Anime,
001379,"Verse, Chorus","G# Major, F Major","92.5, 92.5",Gamushara,,Miyuna,,,Anime,
001380,"Verse, Chorus","A Major, B Major","71, 71",Sacred world,,,,2020,Anime,
001381,"Intro, Verse, Chorus","F Major, F Major, E Major","70, 76, 89",Arigato wa Kocchi,,,,2020,Anime,
001382,"Intro, Intro Drop, Verse, Prechorus A, Prechorus B, Chorus","C Major, D# Major, D Major, D Major, D# Major, D #Major","85.5, 85.5, 85.5, 85.5, 85.5, 85.5",dual existence,,,,2020,Anime,
001383,"Verse, Chorus","G Major, E Major","97.5, 97.5",Mononoke in the Fiction,In/Spectre,,,2020,Anime,
001384,"Verse, Chorus","A Major, F Major","72.5, 72.5",Mr. Fixer,,,,2020,Anime,
001385,"Verse, Chorus","G# Major, F Major","74.5, 74.5",final phase,,,,2020,Anime,
001386,"Verse, Chorus","F# Major, G# Major","94.5, 94.5",Shiny Happy Days,NekoPara,,,2020,Anime,
001387,"Verse, Chorus","B Major, C# Major","138, 138",Suzuki,,,,2020,Anime,
001388,"Verse, Chorus","F# Major, D# Major","94.5, 94.5",Gomakashi,,,,2020,Anime,
001389,"Verse, Chorus","F Major, G Major","100, 100",I got it!,,,,2020,Anime,
001390,"Verse, Chorus","F Major, G# Major","84, 84",Clover,Arte,,,2020,Anime,
001391,"Intro, Verse A, Verse B, Chorus","F Major, F Major, G# Major, G# Major","97.5, 97.5, 97.5, 97.5",graphite diamond,,,,2020,Anime,
001392,,D Major,75,Nadamesukashi Negotiation,Uzaki Wants to Hangout,,,2020,Anime,
001393,,D# Major,80,Koi no Uta,Tonikaku Kawaii,"Yunomi, Akari Kito",,2020,Anime,
001394,,F# Major,90,Watashitachi no,,,,2020,Anime,
001395,"Verse, Chorus","C Major, G# Major","90, 90",over and over,DanMachi,,,2020,Anime,
001396,,C# Major,91.5,into the blue's,,,,2020,Anime,
001397,,G Major,93,Easy Breezy,,,,2020,Anime,
001398,,C Major,96,CHAIN,Darwin's Game,,,2020,Anime,
001399,,F# Major,98,PRISM,Fruits Basket,,,2020,Anime,
001400,,F Major,100,Phantom Joke,,UNISON SQUARE GARDEN,,2020,Anime,
001401,,D# Major,104,Toppakou,Haikyuu!,,To The Top,2020,Anime,
001402,,A Major,104.5,STEAL!!,,,,2020,Anime,
001403,,E Major,118,Literature,,Reina Ueda,,2020,Anime,
001404,,F# Major,121,Chiisana Hibi,Kakushigoto,,,2020,Anime,
001405,,F Major,123,Chaos Drifters,,,,2020,Anime,
001406,,F Major,127,Muzui,,,,2020,Anime,
001407,,A# Major,138,I believe what you,,,,2020,Anime,
001408,,C Major,70.5,Curtain Call,,,Summer,2024,Anime,
001409,,F Major,71,Kouya ni Sake yo,,,Summer,2024,Anime,
001410,,C# Major,71,No Complete,,,Summer,2024,Anime,
001411,,F Major,72,UNDEAD,,,Summer,2024,Anime,"Past, future; can't…"
001412,,C# Major,75,KATAWARA,,,Summer,2024,Anime,
001413,,G Major,75,The Battle,,,Summer,2024,Anime,
001414,,A Major,76,Black Box,,,Summer,2024,Anime,
001415,,G Major,76.5,Homunculus,,,Summer,2024,Anime,
001416,,G Major,77,Sign,,,Summer,2024,Anime,
001417,"Verse, Prechorus, Chorus","A# Major, C Major, A# Major","78, 78, 78",Fatal,Oshi no Ko: Season 2 ,GEMN,Summer,2024,Anime,You're the fatal
001418,,D Major,80,Sweet Memory,,,Summer,2024,Anime,
001419,,F Major,80.5,Gimme Gimme,,,Summer,2024,Anime,
001420,,D# Major,80.5,Harebare!,,,Summer,2024,Anime,
001421,,G# Major,81,Cheer for you!,,,Summer,2024,Anime,
001422,,A Major,82.5,Plan A,,,Summer,2024,Anime,
001423,,F# Major,82.5,Yururing Travel,,,Summer,2024,Anime,
001424,,F# Major,84,Virtual Showtime,,,Summer,2024,Anime,
001425,,D# Major,84,Akaneko,,,Summer,2024,Anime,
001426,,C# Major,84,FACELESS,,,Summer,2024,Anime,
001427,,D# Major,85,Hazure,,,Summer,2024,Anime,ooh-oohh…
001428,,G# Major,87,AMBITION,,,Summer,2024,Anime,
001429,,A Major,88,Sekai Rinne,,,Summer,2024,Anime,
001430,,D# Major,88,Charge!,,,Summer,2024,Anime,
001431,,D Major,88.5,Kaishin no Ichigeki,,,Summer,2024,Anime,
001432,"Verse, Chorus","F# Major, G# Major","89, 89",Blouse,,,Summer,2024,Anime,doo-doo
001433,,A Major,90,Up Start,,,Summer,2024,Anime,
001434,,E Major,90,LOVE & JUSTICE,,,Summer,2024,Anime,
001435,"Verse, Chorus","F Major, E Major","91, 91",1-ban Kagayaku Hoshi,,,Summer,2024,Anime,
001436,,G Major,91.5,Shikairo Days,,,Summer,2024,Anime,shikanoko
001437,,C Major,92,Crank Up,,,Summer,2024,Anime,
001438,,A# Major,92.5,Unmei-sen de,,,Summer,2024,Anime,
001439,,E Major,94,Fried Pride,,,Summer,2024,Anime,
001440,,C Major,95,gifted,,,Summer,2024,Anime,
001441,"Verse, Chorus","D Major, E Major","96, 96",Story,,,Summer,2024,Anime,
001442,,A# Major,96,Burning,,,Summer,2024,Anime,
001443,,A Major,96,Secret Operation,,,Summer,2024,Anime,
001444,,A Major,97,Fire and Fear,,,Summer,2024,Anime,wo-oah…
001445,,F# Major,98,EMPEROR TIME,,,Summer,2024,Anime,
001446,,F Major,99,Running in my Head,,,Summer,2024,Anime,
001447,,G Major,100,WILLSHINE,,,Summer,2024,Anime,
001448,,G Major,100,Kanjou Kakumei,,,Summer,2024,Anime,
001449,,A# Major,100,RISE UP,,,Summer,2024,Anime,Stems: Intro
001450,,G# Major,112,Okaerinasai,,,Summer,2024,Anime,
001451,,G Major,112,Switch,,,Summer,2024,Anime,
001452,"Verse, Chorus","D Major, E Major","120, 120",caramel ribbon cursetard,,,Summer,2024,Anime,
001453,,F# Major,120,Senaka Awase,,,Summer,2024,Anime,
001454,,F# Major,122,Tsuyogaru Girl,,,Summer,2024,Anime,Make! Make! Make!
001455,,D Major,126,Ano Hikari,,,Summer,2024,Anime,a-no-hi-ka-ri; la-la-la
001456,,F# Major,128,Kamakura STYLE,,,Summer,2024,Anime,
001457,,F# Major,128,Go-Getters,,,Summer,2024,Anime,
001458,,C# Major,128,Micro Revolution,,,Summer,2024,Anime,
001459,,E Major,130,Mikansei Rendezvous,,,Summer,2024,Anime,
001460,,C Major,130,Shukumei,,,Summer,2024,Anime,
001461,"Verse, Chorus","F Major, G# Major","131, 131",Parallel na Heart,,,Summer,2024,Anime,"la-la-la, wo-oah yeah"
001462,,C# Major,131,Wagamama,,,Summer,2024,Anime,
001463,,G# Major,133,Chiisana Tsubomi,,,Summer,2024,Anime,
001464,,B Major,135,Might Just,,,Summer,2024,Anime,
001465,,G Major,136,Ctrl+C,,,Summer,2024,Anime,
001466,,E Major,137,Shutter Chance,,,Summer,2024,Anime,
001467,"Verse, Chorus","C# Major, E Major","137, 137",Tenshi-tachi no Uta,,fhana,Summer,2024,Anime,
001468,,D# Major,137,Renacer Serenade,,,Summer,2024,Anime,
001469,"Verse, Chorus","D# Major, F# Major","137, 137",Shura Nikki,,,Summer,2024,Anime,
001470,,D# Major,70,QUEEN,,,Fall,2024,Anime,
001471,"Verse, Chorus, Last Chorus","A Major, B Major, C Major","70.5, 70.5, 70.5",Teenage Blue,Blue Box,Eve,Fall,2024,Anime,
001472,,A# Major,72,TAIDADA,,,Fall,2024,Anime,
001473,,G Major,73,Feedback wo Narash,,,Fall,2024,Anime,
001474,,D Major,73.5,Iinazukkyun,,,Fall,2024,Anime,
001475,,D# Major,73.5,Never Never,,,Fall,2024,Anime,
001476,,D# Major,75,Across Universe,,,Fall,2024,Anime,
001477,,F# Major,75.5,Fragum,,,Fall,2024,Anime,
001478,,D# Major,77,Only One Story,,,Fall,2024,Anime,
001479,,E Major,77.5,Auftakt,,,Fall,2024,Anime,
001480,,D Major,78,YOU GOTTA RUN,,,Fall,2024,Anime,
001481,,D Major,78.5,Beat the odds,,,Fall,2024,Anime,
001482,,G Major,78.5,KiraKira,,,Fall,2024,Anime,
001483,,F Major,79,Fly Higher,,,Fall,2024,Anime,
001484,,D Major,79,Kinoko Inu,,,Fall,2024,Anime,
001485,,D# Major,80,Saikyou? Saikou!,,,Fall,2024,Anime,
001486,,A# Major,80.5,Ebizori Turn!,,,Fall,2024,Anime,
001487,,G# Major,81,Unending Wish,,,Fall,2024,Anime,
001488,,F# Major,82,Chaser,,,Fall,2024,Anime,
001489,,C# Major,82,Ao,,,Fall,2024,Anime,
001490,,F# Major,83,Suikou Setten,,,Fall,2024,Anime,
001491,,A Major,83,Yawaku Koishite,,,Fall,2024,Anime,
001492,,C Major,83.5,Bad Du Du Du,,,Fall,2024,Anime,
001493,,D Major,84,Gyumu!,,,Fall,2024,Anime,
001494,,G# Major,85,nina,,,Fall,2024,Anime,
001495,,G# Major,85,Otonoke,,,Fall,2024,Anime,
001496,,G# Major,86,LUCID DREAM,,,Fall,2024,Anime,
001497,,F Major,86,GG,,,Fall,2024,Anime,
001498,,D# Major,86,Narrative,,,Fall,2024,Anime,
001499,,D# Major,86,NIGHT,,,Fall,2024,Anime,
001500,,D Major,87,Wake Up,,,Fall,2024,Anime,
001501,,D# Major,87.5,Prism Flare,,,Fall,2024,Anime,
001502,,E Major,88,We Go! ~Mugiwara,,,Fall,2024,Anime,
001503,,C# Major,88,Iranai mono,,,Fall,2024,Anime,
001504,,C# Major,88,Henshin,,,Fall,2024,Anime,
001505,,C# Major,88,Merry-Go-Round T,,,Fall,2024,Anime,
001506,"Intro 1, Intro 2, Verse, Chorus, Bridge","F# Major, F# Major, D# Major, F Major, C# Major","86, 75, 89, 89.5, 89",Shounen,,,Fall,2024,Anime,
001507,,F Major,89,Let's be ONE,,,Fall,2024,Anime,
001508,,G Major,90,Kattou Tomorrow,,,Fall,2024,Anime,
001509,,G Major,90,Ashita Sekai ga Owa,,,Fall,2024,Anime,
001510,,G# Major,90,Alca,,,Fall,2024,Anime,
001511,,C# Major,90,Tactics,,,Fall,2024,Anime,
001512,,B Major,90,Kaijuu,,,Fall,2024,Anime,
001513,"Verse, Chorus","C Major, D# Major","90.5, 90.5",Kotoba ni Sezutomo,,,Fall,2024,Anime,
001514,,F# Major,91,Reweave,,,Fall,2024,Anime,
001515,,A Major,91.5,ROCK ME KISS ME,,,Fall,2024,Anime,
001516,,A# Major,92,Seven pieces,,,Fall,2024,Anime,
001517,,A Major,93,Brave one,,,Fall,2024,Anime,
001518,"Verse, Prechorus, Chorus","C Major, E Major, G Major","94, 94, 94",Tsugihagi no Tsubasa,2.5 Dimensional Seduction,,Fall,2024,Anime,
001519,,E Major,94.5,Boujaku no Charisma,,,Fall,2024,Anime,
001520,,C Major,94,Order Made,,,Fall,2024,Anime,
001521,,C Major,94,Tsugihagi no Tsubasa,,,Fall,2024,Anime,
001522,,F# Major,94.5,Kyozou,,,Fall,2024,Anime,
001523,,G# Major,95,Hollow,,,Fall,2024,Anime,
001524,,D Major,95,RE RESCUE,,,Fall,2024,Anime,
001525,,G# Major,95.5,ODD NUMBER,,,Fall,2024,Anime,
001526,,F Major,97,SKILLAWAKE,,,Fall,2024,Anime,
001527,,C# Major,97,Anta Nante.,,,Fall,2024,Anime,
001528,,C Major,100,Little Lovers,,,Fall,2024,Anime,
001529,,F Major,101,Awaku Kasuka,,,Fall,2024,Anime,
001530,,C# Major,104,"Hayo, New World.",,,Fall,2024,Anime,
001531,,C# Major,105,VORTEX,,,Fall,2024,Anime,
001532,,B Major,111,Gambling Hall,,,Fall,2024,Anime,
001533,,B Major,116,UNDER and OVER,,,Fall,2024,Anime,
